DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
11	Acetylcysteine/Chlorpheniramine			가래와 기침을 줄여줍니다.		다양한 질환의 기침 및 가래 증상을 완화시켜주지만 졸음이 유발될 수 있습니다.		가래 및 기침 증상에 모두 효과가 있기 때문에 여러 개의 약을 복용할 필요가 없습니다.시럽제로도 제공되어 알약 복용이 어려운 환자 및 3세 이상의 소아도 복용 가능합니다.		가래와 기침이 모두 동반되지 않는 경우 불필요한 성분에 의해 부작용이 나타날 수 있습니다.***은 졸음을 유발하기 때문에 복용 후 운전 혹은 기타 위험한 작업은 기피해야 합니다.***는 섭취 후 입마름이 유발될 수 있으며 껌을 씹거나 물을 머금고 있으면 도움이 됩니다. 과랑 투여시 구역 및 구토가 유발될 수 있기 때문에 어린이에게 시럽제 투약시 용량조절에 주의하여야 합니다.녹내장 및 전립선비대증 환자분들의 경우 질환에 영향을 줄 수 있기 때문에 복용을 피해야 합니다.		***는 기관지의 점액을 분해하여 배출을 돕는 성분과, 기침을 유발하는 히스타민의 작용을 방해하는 항히스타민 성분의 복합약입니다.		
12	Aclatonium			위장운동을 촉진시켜 소화기 기능 이상을 치료합니다.		위장 운동을 촉진시켜 소화기 질환을 치료하는 약으로 설사, 졸음 등의 부작용이 있을 수 있습니다.		식욕 부진, 만성 위염, 소화관 수술에 의한 소화불량, 복부 팽만감, 구역, 구토 증상을 완화시킵니다.		설사, 어지럼증, 졸음이 있을 수 있습니다.발진, 발적, 가려움증이 있을 수 있습니다.천식, 파킨슨질환, 갑상선질환을 갖고 있는 경우 증상이 악화될 수 있으므로 복용 전에 전문가와 상담합니다.		***는 소화관의 아세틸콜린 수용체에 직접 작용하여 소화관 근육의 운동을 촉진시킵니다.		
13	Acyclovir	2_검수(1차)	Treats viral infections.	바이러스 감염을 치료합니다.	Zovirax (Acyclovir) is good for treating viral infections like herpes, chickenpox, and shingles. It won't cure the disease, but it'll shorten the length of a breakout.	***은 헤르페스, 수두, 대상포진과 같은 바이러스 감염을 치료하는데 효과적입니다. 질병을 완치시켜주진 않지만 바이러스 감염으로 인한 증상 발현 기간을 단축시켜 줍니다.	['Used as a first-choice treatment for herpes, chickenpox, and shingles infections and breakouts.', 'Most people (including pregnant women) usually take the oral medication without experiencing any side effects.', "Available as a generic, so it's relatively cheap.", "Most people generally don't develop a resistance to Zovirax (Acyclovir).", 'Works well for most people to shorten the duration of outbreaks.']	헤르페스, 대상포진, 수두의 감염 및 증상에 쓰이는 1차 약물입니다. 임부를 포함한 대부분의 사람들에게서 특별한 부작용이 나타나지 않습니다. 대부분의 사람들은 ***에 내성을 나타내지 않습니다. 바이러스로 인한 증상 발현 기간을 단축 시키는데 효과적 입니다.	['Zovirax (Acyclovir) is not a cure for herpes, chickenpox, or shingles. It will only shorten the time you have a breakout.', "If you're taking Zovirax (Acyclovir) for herpes, you should use barrier methods (condoms) when you're having sex since you can still pass it on to other people, even if you're taking the medication and you're not in a breakout.", 'You need to take this up to five times a day, so it can be inconvenient.']	***은 대상포진, 수두, 헤르페스를 완치시켜주지 않습니다. 헤르페스 치료를 위해 ***을 복용중이라면 관련 증상이 없다고 하더라도 여전히 다른 사람에게 전염시킬 수 있으므로 성관계 시 반드시 콘돔과 같은 피임기구를 사용해야합니다. 하루에 다섯번 복용해야하므로 불편할 수 있습니다.	Zovirax (Acyclovir) is an antiviral medication that stops viruses from growing. It shortens the amount of time infections like shingles, chickenpox, and herpes will last.	***은 바이러스의 성장을 막는 항바이러스제입니다. 대상포진, 수두, 헤르페스의 감염 지속시간을 단축시켜줍니다.	['Works the best when taken as early as possible during an outbreak.', 'Drink plenty of fluids and stay hydrated while on Zovirax (Acyclovir).', "If you're taking this for herpes, use condoms and avoid sex if you're having an outbreak so you don't infect others.", "Start taking Zovirax (Acyclovir) as soon as you know you're going to have a breakout.", 'Can cause diarrhea, nausea, or weakness.', "This isn't a cure for viral infections, but it'll help control infection breakouts."]	
14	Adalimumab	2_검수(1차)	Calms down the immune system.	면역시스템을 안정화 시킵니다.	Humira (adalimumab) is good for treating many autoimmune conditions, but it can also cause serious side effects.	***은 많은 자가면역질환(류마티스관절염, 건선성관절염 등)을 치료하는데 효과적이지만 심각한 부작용을 일으킬 수 있습니다.	['Humira (adalimumab) is effective in reducing symptoms in all of its approved indications.', 'You can give yourself Humira (adalimumab) on your own at home rather than visiting a clinic or hospital.', 'Humira (adalimumab) treats many different autoimmune conditions.', 'Available in a single-use pen (Humira Pen) that may be more convenient and easier for some people to use.']	***은 많은 자가면역질환을 치료하는데 효과적 입니다. 집에서 자가투여 할 수 있습니다.펜타입의 주사제는 사용이 더 편리합니다.	['Not first-choice treatment for rheumatoid arthritis.', 'Humira (adalimumab) is an injection and not an oral medication.', "Humira (adalimumab) is expensive because there's no generic available yet.", 'Humira (adalimumab) lowers your ability to fight infection and in some cases can cause serious life-threatening illness. The risk is greater if you take other drugs that lower your immune system, have an active infection, diabetes, or had tuberculosis (TB) in the past.', "You'll need to properly dispose of the needle, syringes, or Pen in a sharps container.", "Humira (adalimumab) needs to be refrigerated until you use it, so if you're traveling, you'll need to carry it in a cooler with an ice pack."]	류마티스관절염 치료에 1차로 사용되지 않습니다. 경구복용이 아닌 주사제 입니다.***은 감염에 대한 대항능력을 약화시키기 때문에 생명을 위협하는 심각한 질환을 일으킬 수 있습니다. 이러한 위험은 다른 면역억제제를 복용하거나, 활동성 감염이나 당뇨병이 있거나, 과거에 결핵을 앓았다면 더 커질수 있습니다. 주사 바늘과 주사기등을 올바르게 처분해야합니다. 사용 전까지 냉장 보관해야하므로 여행중이라면 아이스팩을 넣은 보냉백에 담아 보관해야합니다.	Humira (adalimumab) is a TNF blocker which stops inflammation.	***은 종양괴사인자(TNF) 차단제로 염증을 억제합니다.	["Humira (adalimumab) is a medication that's injected under the skin. Your doctor can give you your first dose, then you can inject yourself at home once you feel comfortable doing so on your own.", "Humira (adalimumab) lowers your ability to fight infections, so it's important to let your doctor know if you have a fever, cough, or flu-like symptoms.", 'Tell your doctor if you have an allergy to latex since the syringe needle cover has latex in it.', "Each time you use Humira (adalimumab), it's important to rotate the sites you chose to inject it in. Don't inject Humira (adalimumab) into skin that's red, bruised, or irritated.", 'As with all injection medicines, store securely away from children and throw away used syringes in an FDA-approved sharps disposal container, and not in the trash.']	
15	Adenine/Antitoxic Liver/Biphenyl Dimethyl Dicarboxylate/Carnitine/Cyanocobalamin/Pyridoxine/Riboflavin			간질환 치료에 사용됩니다.		비타민 B가 포함된 간질환 치료에 사용되는 약이지만, 발진이나 가려움 등의 부작용이 나타나면 의사와 상담이 필요합니다.		***은 간세포 보호작용이 있으며, 지속적으로 간수치가 나빠진 환자에게 사용됩니다.		피부 발진이나 가려움, 황달 등의 부작용이 나타나면 의사와 상의가 필요합니다.임산부는 가급적 복용을 피해야합니다.		Biphenyl Dimethyl Dicarboxylate은 간에서 독성물질을 불활성화시키며, 아데닌, 카르니틴은 간의 여러 대사작용에 도움을 주며, 비타민 B 제제들은 간의 정상적인 활동에 도움을 줍니다.		
16	Afloqualone			근육의 긴장을 풀어줍니다.		근육의 경직을 풀어주는 근이완제로, 다른 근이완제들보다 졸음 등의 부작용이 적으나, 운전 및 위험한 기계 조작 시에 주의해야합니다.		***은 근이완제로 근육의 경련이나 경직상태에 의한 증상을 치료하는데 효과적입니다.***은 다른 근이완제 약물에 비해 어지러움이나 졸음 등의 부작용이 낮게 나타납니다.임산부 및 고령자분들은 의사와 상담 후 복용해야 합니다.		졸음이 올 수 있으므로 운전이나 위험한 기계조작 시 주의해야 합니다.중추성(뇌의 문제)으로 나타나는 증상이 아니라면 효과를 보기 어렵습니다.장기간 ***를 복용하였을 경우 약을 갑자기 끊으면 부작용이 발생하기 때문에 약을 서서히 줄여나가야 합니다.		***은 중추성 근이완제로, 뇌에서 근육을 수축시키는 신호의 전달을 방해하여 근육을 완화시켜줍니다.		
17	Albendazole	2_검수(1차)	Treats infections caused by worms and parasites.	구충제 입니다.	Albenza (albendazole) is effective for treating tapeworm infections, but may cause serious liver, blood, and eye problems.	***은 효과적인 촌충(기생충의 일종) 감염 치료제입니다. 하지만 간, 혈액, 눈에 심각한 부작용을 일으킬 수 있습니다.	['Very effective drug to treat infections caused by worms and other parasites.', 'Oral chewable tablets are available for children or people with swallowing difficulties.']	기생충에 의한 감염치료에 효과적입니다.약을 삼키기 어려운 사람들이나 어린이는 츄어블정(씹어먹는 제형)으로 복용할 수 있습니다.	['A negative pregnancy test may be required prior to taking Albenza (albendazole).', 'This drug may cause harm to an unborn baby.', 'You may have more chance of getting an infection. Stay away from people with infections, colds, or flu.', 'You may bleed easily while taking Albenza (albendazole).', 'Using this medicine may increase your risk of side effects involving the eye when used to treat tapeworm infection in the brain.']	*** 복용 전에 임신 여부 확인이 필요합니다. 태아에게 해를 끼칠 수 있습니다.감염위험성이 더 높아질 수 있습니다. 감염, 감기, 독감에 걸린 사람들을 멀리하십시오.***을 복용하는 동안 쉽게 출혈이 나타날 수 있습니다. 뇌의 촌충 감염 치료를 위해 ***을 복용하면 눈과 관련된 부작용 위험성이 증가할 수 있습니다.	Albenza (albendazole) is an antiparasitic that kills worms and other parasites.	***은 기생충을 죽이는 구충제입니다.	['Take with food.', 'If you have trouble swallowing, the tablet may be crushed or chewed and swallowed with a drink of water.', 'Albenza (albendazole) may cause fetal harm. Use birth control that you can trust to prevent pregnancy while taking this drug continuing for 1 month after stopping this medication.', 'Take a missed dose as soon as you remember it. Do not take 2 doses at the same time or extra doses.', 'Store at room temperature in a dry place.']	
18	Albiglutide	2_검수(1차)	Lowers blood sugar.	혈당을 낮춰줍니다.	Tanzeum (albiglutide) is good for controlling blood sugar levels if other medications haven't worked for you, but it increases your risk of thyroid cancer.	다른 약물이 효과가 없을때 혈당을 조절하는데 효과적이지만, 갑상선 암 위험을 증가시킬 수 있습니다.	['You only need to take Tanzeum (albiglutide) once a week.', 'Tanzeum (albiglutide) can help you lose weight.', 'It causes fewer stomach and intestinal side effects than other medications in its class.']	일주일에 한 번만 투여하면 됩니다. 체중을 감소하는데 도움을 줍니다. 같은 계열의 다른 약물들과 비교하여 위장장애를 적게 일으킵니다.	['Tanzeum (albiglutide) may not be the best option if you have severe stomach or intestinal problems.', "Tanzeum (albiglutide) isn't the first choice medication for diabetes.", "Tanzeum (albiglutide) isn't a substitute for insulin or oral diabetes medications, and has to be taken in addition to it.", "Tanzeum (albiglutide) is expensive and a generic option isn't available.", 'It may not lower your A1C levels as much as other medications like it.']	심각한 위장장애가 있다면 가장 좋은 선택은 아닙니다.당뇨에 쓰이는 1차 약제가 아닙니다. 인슐린이나 다른 경구 당뇨병약의 대체체가 아니며 추가로 복용하는 약입니다. 다른 약물에 비해 A1C 수치를 감소시키는데 효과적이지 않습니다.	Tanzeum (albiglutide) helps your body release more insulin and slows down digestion to prevent your blood sugar levels from getting too high.	체내에서 인슐린이 더 많이 분비되도록 하고 소화를 늦춰 혈당 수치가 너무 높아지는 것을 막아줍니다.	['Tanzeum (albiglutide) is given as a shot into the fatty part of the skin on your stomach, thigh, or upper arm.', 'If you are giving yourself the shot, your doctor or nurse will show you how. Take Tanzeum (albiglutide) at the same day each week.', "Use a different site to you give yourself the shot each time to help prevent skin irritation. Don't give yourself Tanzeum (albiglutide) at the same site you inject your insulin.", "Don't mix Tanzeum (albiglutide) with insulin. Tanzeum (albiglutide) can be stored at room temperature for up to 4 weeks.", 'Each pen is for a one time use only. Throw it away after using it once. Your doctor or nurse will show you how to properly dispose of Tanzeum (albiglutide).']	
19	Alfuzosin	2_검수(1차)	Makes it easier to urinate.	배뇨를 원활하게 만들어줍니다.	Uroxatral (alfuzosin) is a good treatment for an enlarged prostate if medical treatment is needed.	***은 전립선 비대증에 좋은 치료제입니다.	['Uroxatral (alfuzosin) works just as well as other similar medications but with fewer/less severe side effects.', 'Available as a generic medication.', 'Simple once daily dosing.']	***은 다른 약물들과 효능이 비슷하지만 부작용은 더 적습니다. 하루에 한 번만 복용하면 됩니다.	["Uroxatral (alfuzosin) treats the symptoms of an enlarged prostate.  It doesn't make the prostate smaller or stop it from getting bigger.", 'Uroxatral (alfuzosin) interacts with many medications.  Talk with your doctor or pharmacist before starting any new medication including non-prescription medications, natural products, and vitamins.', 'Uroxatral (alfuzosin) can affect heart rhythms.']	***은 전립선 비대증 증상을 치료할 뿐 전립선 크기를 작게 만들거나, 더 커지지 않게 해주지는 않습니다. 많은 약물들과 상호작용 할 수 있으므로 일반약, 비타민, 천연제품 등을 복용하기 전에 반드시 의사나 약사와 상의해야합니다. 심장 박동에 영향을 줄 수 있습니다.	Uroxatral (alfuzosin) is an alpha-1 blocker. It specifically targets and relaxes muscles in your prostate, which makes it easier to urinate.	***은 알파1 차단제입니다. 전립선 근육에 선택적으로 작용하여 근육을 이완시켜 배뇨를 원활하게 만들어줍니다.	['Take Uroxatral (alfuzosin) with food after the same meal each day.Swallow the whole tablet.  Do not chew, break, or crush.', 'Uroxatral (alfuzosin) can cause dizziness, headache, tiredness, and low blood pressure. Get up slowly when sitting or lying down to avoid feeling dizzy or fainting.', 'Do not drive, operate machinery, or do any dangerous until you know how Uroxatral (alfuzosin) affects you.']	
20	Alirocumab	2_검수(1차)	Lowers cholesterol.	콜레스테롤을 낮춰줍니다.	If diet, exercise and statin medications aren't lowering your cholesterol enough, using Praluent (alirocumab) with them can help.	식이요법, 운동, 스타틴제로 콜레스테롤이 충분히 낮춰지지 않는 경우 ***의 투약으로 도움을 받을 수 있습니다.	['Praluent (alirocumab) is effective in lowering bad cholesterol in people with heart problems due to plaque in their arteries or people who inherited bad cholesterol (HeFH).', 'Many health insurance and Medicare plans cover the cost of Praluent (alirocumab). If you are uninsured, Praluent (alirocumab) has a Patient Assistance Program that may be able to cover the cost.', "You don't have to take Praluent (alirocumab) every day. It's taken every 2 weeks or once a month, for some."]	동맥에서의 플라크 형성이나 유전적으로 콜레스테롤혈증이 있어 심장에 문제가 있는 사람에게 콜레스테롤 수치를 낮춰주는데 효과적인 약입니다.매일 경구 복용 대신 2주에 한 번, 혹은 1달에 한 번 투약하면 됩니다.	['Praluent (alirocumab) should be taken with other cholesterol-lowering drugs. The two drugs work together to lower your bad cholesterol.', "You must take care to keep Praluent (alirocumab) cool if you're traveling or away from home. You may pack it in a travel cooler but do not freeze your Praluent (alirocumab).", 'Praluent (alirocumab) only comes as an injection.', 'You can only use each Praluent (alirocumab) pen once. This can become expensive.']	콜레스테롤을 낮추는 다른 약들과 함께 사용되어야 합니다. 두가지 약이 나쁜 콜레스테롤을 낮추기 위해 함께 작용합니다.여행을 가거나 외출을 할 때, 시원한 곳에 보관해야 하지만 얼지 않도록 주의해야 합니다.***은 주사제로만 가능합니다.	Praluent (alirocumab) works to help the liver remove bad (LDL) cholesterol from the blood.	***은 간이 혈액으로부터 나쁜 콜레스테롤(LDL)을 제거하는 것을 도와줍니다.	['Praluent (alirocumab) is a medicine you inject yourself once every 2 or 4 weeks using the pre-filled pen (autoinjector).', "It's injected into the fatty part of the skin on top of your thigh, belly area, or upper arm.", 'Continue to take your statin medication while using Praluent (alirocumab), unless your doctor tells you otherwise.', 'You should change where you inject each time you use Praluent (alirocumab).', 'Store Praluent (alirocumab) in the refrigerator but let it come to room temperature for at least 30-40 minutes before using it. Warming will make the injection feel more comfortable. Do not leave it out of the refrigerator for longer than 24 hours.', 'Can cause the common cold as well as redness and itching at the injection site.']	
