ing_form_id	ing_name_eng	ing_name_kr	form	desc_id	note	ing_id_id
3029	Fesoterodine	페소테로딘	내복제/서방형정제	293		2518
3030	Fexofenadine	펙소페나딘	내복제/정제, 저작정	294		2519
3031	Fexofenadine/Pseudoephedrine	펙소페나딘/슈도에페드린	내복제/정제, 저작정	295		2520
3032	Fibrinogen/Thrombin	피브리노겐/트롬빈	외용제/스폰지 및 드레싱			2521
3033	Fidaxomicin	Fidaxomicin		296	ONLY_DESC	2522
3034	Filgrastim	필그라스팀	주사제/주사제	297		2523
3035	Fimasartan	피마사르탄	내복제/정제, 저작정	298		2524
3036	Fimasartan/Hydrochlorothiazide	피마사르탄/히드로클로로티아지드	내복제/정제, 저작정			2525
3037	Fimasartan/Rosuvastatin	피마사르탄/로수바스타틴	내복제/정제, 저작정			2526
3038	Finasteride	피나스테리드	내복제/정제, 저작정	299		2527
3039	Fingolimod	핀골리모드	내복제/경질캡슐제	300		2528
3040	Fish Oil	어유	주사제/주사제			2529
3041	Fish Oil/Olive Oil/Soybean Oil/Triglyceride	어유/올리브유/대두유/트리글리세리드	주사제/주사제			2530
3042	Flavin Adenine Dinucleotide/Liver	Flavin 아데닌 Dinucleotide/간장	주사제/주사제			2531
3043	Flavoxate	플라복세이트	내복제/정제, 저작정			2532
3044	Flecainide Acetate	플레카이니드아세테이트	내복제/정제, 저작정			2533
3045	Flecainide Acetate	플레카이니드아세테이트	주사제/주사제			2533
3046	Flibanserin	Flibanserin		301	ONLY_DESC	2534
3047	Flomoxef	플로목세프	주사제/주사제			2535
3048	Florapronol(18F)	Florapronol(18F)	주사제/주사제			2536
3049	Florbetaben(18F)	플로르베타벤(18F)	주사제/주사제			2537
3050	Flubendazol	플루벤다졸	내복제/시럽제, 건조시럽			2538
3051	Flubendazol	플루벤다졸	내복제/정제, 저작정			2538
3052	Fluconazole	플루코나졸	내복제/경질캡슐제	302		2539
3053	Fluconazole	플루코나졸	내복제/시럽제, 건조시럽	302		2539
3054	Fluconazole	플루코나졸	내복제/정제, 저작정	302		2539
3055	Fluconazole	플루코나졸	주사제/주사제	302		2539
3056	Fluconazole	플루코나졸	외용제/크림제, 겔제, 젤리	302		2539
3057	Fludarabine	플루다라빈	내복제/정제, 저작정			2540
3058	Fludarabine	플루다라빈	주사제/주사제			2540
3059	Fludrocortisone	플루드로코르티손	내복제/정제, 저작정	303		2541
3060	Flufenamic Acid	플루페남산	내복제/경질캡슐제			2542
3061	Flumazenil	플루마제닐	주사제/주사제			2543
3062	Flunarizine	플루나리진	내복제/경질캡슐제			2544
3063	Flunitrazepam	플루니트라제팜	내복제/정제, 저작정			2545
3064	Fluocinolone	플루오시놀론	외용제/크림제, 겔제, 젤리			2546
3065	Fluocinolone	플루오시놀론	외용제/이식제 및 체내장치			2546
3066	Fluocinolone/Hydroquinone/Tretinoin	플루오시놀론/히드로퀴논/트레티노인	외용제/크림제, 겔제, 젤리			2547
3067	Fluocinonide	플루오시노니드	외용제/크림제, 겔제, 젤리			2548
3068	Fluocinonide	플루오시노니드	외용제/액제			2548
3069	Fluorescein	플루오레세인	주사제/주사제			2549
3070	Fluorodopa	플루오로도파	주사제/주사제			2550
3071	Fluorometholone	플루오로메톨론	외용제/점안제(점안액)	304		2551
3072	Fluorometholone/Gentamicin	플루오로메톨론/겐타마이신	외용제/안연고제, 점안겔제			2552
3073	Fluorometholone/Gentamicin	플루오로메톨론/겐타마이신	외용제/점안제(점안액)			2552
3074	Fluorometholone/Tetrahydrozoline	플루오로메톨론/테트라히드로졸린	외용제/점안제(점안액)			2553
3075	Fluoropropyl-Cit(18F)	플루오로프로필씨아이티(18F)	주사제/주사제			2554
3076	Fluorouracil	플루오로우라실	주사제/주사제			2555
3077	Fluorouracil	플루오로우라실	외용제/크림제, 겔제, 젤리			2555
3078	Fluorouracil-5/Salicylic Acid	플루오로우라실-5/살리실산	외용제/액제			2556
3079	Fluoxetine	플루옥세틴	내복제/경질캡슐제	305		2557
3080	Fluoxetine	플루옥세틴	내복제/정제, 저작정	305		2557
3081	Fluoxetine	플루옥세틴	내복제/확산정, 속붕정, 구강붕해정	305		2557
3082	Fluoxymesterone	플루옥시메스테론		306	ONLY_DESC	2558
3083	Fluphenazine	Fluphenazine		307	ONLY_DESC	2559
3084	Flurandrenolide	Flurandrenolide		308	ONLY_DESC	2560
3085	Flurazepam	플루라제팜	내복제/정제, 저작정	309		2561
3086	Flurbiprofen	플루르비프로펜	내복제/트로키제			2562
3087	Flurbiprofen	플루르비프로펜	외용제/점안제(점안액)			2562
3088	Flurbiprofen	플루르비프로펜	외용제/경고제, 첩부제			2562
3089	Flurbiprofen	플루르비프로펜	외용제/카타플라스마제			2562
3090	Flutemetamol (18F)	플루트메타몰(18F)	주사제/주사제			2563
3091	Fluticasone	플루티카손	외용제/크림제, 겔제, 젤리	310		2564
3092	Fluticasone	플루티카손	외용제/분무제 및 흡입제	310		2564
3093	Fluticasone	플루티카손	외용제/현탁제, 현탁액용정제, 현탁액용산제	310		2564
3094	Fluticasone/Formoterol	플루티카손/포르모테롤	외용제/분무제 및 흡입제			2565
3095	Fluticasone/Salmeterol	플루티카손/살메테롤	외용제/분무제 및 흡입제			2566
3096	Fluticasone/Umeclidinium/Vilanterol	플루티카손/유메클리디늄/빌란테롤	외용제/분무제 및 흡입제			2567
3097	Fluticasone/Vilanterol	플루티카손/빌란테롤	외용제/분무제 및 흡입제			2568
3098	Flutrimazol	플루트리마졸	외용제/크림제, 겔제, 젤리			2569
3099	Flutrimazol	플루트리마졸	외용제/액제			2569
3100	Flutrimazol	플루트리마졸	외용제/로션제			2569
3101	Flutrimazol	플루트리마졸	외용제/연고제			2569
3102	Fluvastatin	플루바스타틴	내복제/경질캡슐제	311		2570
3103	Fluvastatin	플루바스타틴	내복제/서방형정제	311		2570
3104	Fluvoxamine	플루복사민	내복제/정제, 저작정	312		2571
3105	Folic Acid	폴산	내복제/연질캡슐제	313		2572
3106	Folic Acid	폴산	내복제/정제, 저작정	313		2572
3107	Folic Acid	폴산	주사제/주사제	313		2572
3108	Folic Acid/Fursultiamine	폴산/푸르설티아민	내복제/정제, 저작정			2573
3109	Folic Acid/Fursultiamine/Magnesium Oxide	폴산/푸르설티아민/산화마그네슘	내복제/정제, 저작정			2574
3110	Follitropin	폴리트로핀	주사제/주사제			2575
3111	Follitropin Α	폴리트로핀 Α	주사제/주사제			2576
3112	Follitropin Α/Lutropin Α	폴리트로핀 Α/루트로핀 Α	주사제/주사제			2577
3113	Follitropin Β	폴리트로핀 Β	주사제/주사제			2578
3114	Fondaparinux	폰다파리눅스	주사제/주사제	314		2579
3115	Formoterol	포르모테롤	내복제/시럽제, 건조시럽	315		2580
3116	Formoterol	포르모테롤	내복제/정제, 저작정	315		2580
3117	Fosaprepitant Dimeglumine	포스아프레피탄트 디메글루민염	주사제/주사제			2581
3118	Foscarnet	포스카르네트	주사제/주사제			2582
3119	Fosfomycin	포스포마이신	내복제/산제	316		2583
3120	Fosfomycin	포스포마이신	주사제/주사제	316		2583
3121	Fosphenytoin	포스페니토인	주사제/주사제			2584
3122	Fraction Flavonoid Purified Micronise	Fraction Flavonoid Purified Micronise	내복제/정제, 저작정			2585
3123	Frovatriptan	프로바트립탄	내복제/정제, 저작정	317		2586
3124	Fructose	과당	주사제/주사제			2587
3125	Fructose/Glycerin	과당/글리세린	주사제/주사제			2588
3126	Fructose/Glycerin/Sodium Chloride	과당/글리세린/염화나트륨	주사제/주사제			2589
3127	Fulvestrant	풀베스트란트	주사제/주사제			2590
3128	Furosemide	푸로세미드	내복제/정제, 저작정	318		2591
3129	Furosemide	푸로세미드	주사제/주사제	318		2591
3130	Fursultiamine	푸르설티아민	주사제/주사제			2592
3131	Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin	푸르설티아민/히드록소코발라민/피리독살포스페이트/리보플라빈	내복제/연질캡슐제			2593
3132	Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin	푸르설티아민/히드록소코발라민/피리독살포스페이트/리보플라빈	내복제/정제, 저작정			2593
3133	Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin/Ursodeoxycholic Acid	푸르설티아민/히드록소코발라민/피리독살포스페이트/리보플라빈/우르소데옥시콜산	내복제/정제, 저작정			2594
3134	Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Tocopherol/Γ-Oryzanol	푸르설티아민/히드록소코발라민/피리독살포스페이트/토코페롤/Γ-오리자놀	내복제/정제, 저작정			2595
3135	Fursultiamine/Hydroxocobalamin/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Γ-Oryzanol	푸르설티아민/히드록소코발라민/피리독신/리보플라빈/토코페롤/유비데카레논/Γ-오리자놀	내복제/정제, 저작정			2596
3136	Fursultiamine/Magnesium Oxide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Γ-Oryzanol	푸르설티아민/산화마그네슘/피리독신/리보플라빈/셀레늄함유효모/티아민/토코페롤/Γ-오리자놀	내복제/연질캡슐제			2597
3137	Fursultiamine/Mecobalamin/Pyridoxine/Tocopherol	푸르설티아민/메코발라민/피리독신/토코페롤	내복제/정제, 저작정			2598
3138	Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	푸르설티아민/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제			2599
3139	Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Γ-Oryzanol	푸르설티아민/니코틴산아미드/판토텐산/피리독신/리보플라빈/Γ-오리자놀	내복제/정제, 저작정			2600
3140	Fursultiamine/Nicotinic Acid/Pyridoxine/Tocopherol/Γ-Oryzanol	푸르설티아민/니코틴산/피리독신/토코페롤/Γ-오리자놀	내복제/연질캡슐제			2601
3141	Fusidic Acid	푸시딘산	내복제/정제, 저작정			2602
3142	Fusidic Acid	푸시딘산	외용제/크림제, 겔제, 젤리			2602
3143	Fusidic Acid	푸시딘산	외용제/연고제			2602
3144	Fusidic Acid	푸시딘산	외용제/점안제(점안액)			2602
3145	Fusidic Acid	푸시딘산	외용제/산제			2602
3146	Fusidic Acid	푸시딘산	외용제/경고제, 첩부제			2602
3147	Fusidic Acid/Hydrocortisone	푸시딘산/히드로코르티손	외용제/크림제, 겔제, 젤리			2603
3148	Fusidic Acid/Hydrocortisone	푸시딘산/히드로코르티손	외용제/연고제			2603
3149	Gabapentin	가바펜틴	내복제/경질캡슐제	320		2604
3150	Gabapentin	가바펜틴	내복제/정제, 저작정	320		2604
3151	Gabapentin Enacarbil	Gabapentin Enacarbil		319	ONLY_DESC	2605
3152	Gabexate	가벡세이트	주사제/주사제			2606
3153	Gadobenate Dimeglumine	디메글루민가도베네이트	주사제/주사제			2607
3154	Gadobutrol	가도부트롤	주사제/주사제			2608
3155	Gadodiamide	가도디아미드	주사제/주사제			2609
3156	Gadopentetate Dimeglumine	Gadopentetate Di메글루민	주사제/주사제			2610
3157	Gadoteridol	가도테리돌	주사제/주사제			2611
3158	Gadoversetamide	가도베르세타미드	주사제/주사제			2612
3159	Gadoversetamide	가도베르세타미드	주사제/주사제			2612
3160	Galactosidase(Β)	Galactosidase(Β)	내복제/산제			2613
3161	Galantamine	갈란타민	내복제/서방캡슐제	321		2614
3162	Galantamine	갈란타민	내복제/서방형정제	321		2614
3163	Gallamine Triethiodide	갈라민트리에티오디드	주사제/주사제			2615
3164	Gallium Citrate	G마늘 Citrate	주사제/주사제			2616
3165	Ganciclovir	간시클로버	주사제/주사제	322		2617
3166	Ganciclovir	간시클로버	외용제/안연고제, 점안겔제	322		2617
3167	Ganirelix	가니렐릭스	주사제/주사제	323		2618
3168	Gardenia Fruit/Glycol Salicylate/Glycyrrhizic Acid/L-Menthol/Phellodendron Bark/Tocopherol	치자/살리실산글리콜/글리시리진산/L-멘톨/황백/토코페롤	외용제/카타플라스마제			2619
3169	Gardenia Fruit/Glycol Salicylate/Glycyrrhizic Acid/L-Menthol/Phellodendron Bark/Tocopherol	치자/살리실산글리콜/글리시리진산/L-멘톨/황백/토코페롤	외용제/카타플라스마제			2619
3170	Garlic	마늘	내복제/정제, 저작정			2620
3171	Garlic Oil/Tocopherol	마늘유/토코페롤	내복제/연질캡슐제			2621
3172	Gatifloxacin	가티플록사신	외용제/점안제(점안액)	324		2622
3173	Gefitinib	게피티니브	내복제/정제, 저작정			2623
3174	Gelatin Sponge	젤라틴 Sponge	주사제/주사제			2624
3175	Gelatin Sponge	젤라틴 Sponge	외용제/스폰지 및 드레싱			2624
3176	Gemcitabine	젬시타빈	주사제/주사제			2625
3177	Gemfibrozil	겜피브로질	내복제/경질캡슐제	325		2626
3178	Gemifloxacin	제미플록사신	내복제/정제, 저작정			2627
3179	Gemifloxacin	제미플록사신	주사제/주사제			2627
3180	Gemigliptin	제미글립틴	내복제/정제, 저작정	326		2628
3181	Gemigliptin/Metformin	제미글립틴/메트포르민	내복제/서방형정제	327		2629
3182	Gemigliptin/Rosuvastatin	제미글립틴/로수바스타틴	내복제/정제, 저작정			2630
3183	Gentamicin	겐타마이신	주사제/주사제			2631
3184	Gentamicin	겐타마이신	외용제/크림제, 겔제, 젤리			2631
3185	Gentamicin/Streptomycin	겐타마이신/스트렙토마이신	외용제/액제			2632
3186	Gimeracil/Oteracil/Tegafur	기메라실/오테라실/데카푸르	내복제/경질캡슐제			2633
3187	Ginger/Papaverine/Scopolia	건강/파파베린/스코폴리아	내복제/액제			2634
3188	Ginkgo Biloba Leaf	은행엽엑스	내복제/경질캡슐제			2635
3189	Ginkgo Biloba Leaf	은행엽엑스	내복제/연질캡슐제			2635
3190	Ginkgo Biloba Leaf	은행엽엑스	내복제/액제			2635
3191	Ginkgo Biloba Leaf	은행엽엑스	내복제/정제, 저작정			2635
3192	Ginkgo Biloba Leaf	은행엽엑스	주사제/주사제			2635
3193	Ginkgo Biloba/Ginseng	은행/인삼	내복제/경질캡슐제			2636
3194	Ginkgo Biloba/Heptaminol/Troxerutin	은행/Heptaminol/트록세루틴	내복제/정제, 저작정			2637
3195	Ginkgo Biloba/Ticlopidine	은행/티클로피딘	내복제/정제, 저작정			2638
3196	Ginkgo Biloba/Troxerutin	은행/트록세루틴	외용제/크림제, 겔제, 젤리			2639
3197	Ginseng/Inositol/Lycium Fruit/Nicotinamide/Pyridoxine/Riboflavin	인삼/이노시톨/구기자/니코틴산아미드/피리독신/리보플라빈	내복제/액제			2640
3198	Ginseng/Inositol/Taurine/Thiamine/Ursodeoxycholic Acid	인삼/이노시톨/타우린/티아민/우르소데옥시콜산	내복제/경질캡슐제			2641
3199	Ginseng/Inositol/Taurine/Thiamine/Ursodeoxycholic Acid	인삼/이노시톨/타우린/티아민/우르소데옥시콜산	내복제/연질캡슐제			2641
3200	Ginseng/Inositol/Taurine/Thiamine/Ursodeoxycholic Acid	인삼/이노시톨/타우린/티아민/우르소데옥시콜산	내복제/정제, 저작정			2641
3201	Glatiramer	글라티라머	주사제/주사제	328		2642
3202	Glecaprevir/Pibrentasvir	글레카프레비르/피브렌타스비르	내복제/정제, 저작정			2643
3203	Glibenclamide	글리벤클라미드	내복제/정제, 저작정			2644
3204	Glibenclamide/Metformin	글리벤클라미드/메트포르민	내복제/정제, 저작정			2645
3205	Gliclazide	글리클라지드	내복제/정제, 저작정	329		2646
3206	Gliclazide	글리클라지드	내복제/서방형정제	329		2646
3207	Gliclazide/Metformin	글리클라지드/메트포르민	내복제/정제, 저작정			2647
3208	Glimepiride	글리메피리드	내복제/정제, 저작정	330		2648
3209	Glimepiride/Metformin	글리메피리드/메트포르민	내복제/정제, 저작정			2649
3210	Glimepiride/Metformin	글리메피리드/메트포르민	내복제/서방형정제			2649
3211	Glimepiride/Pioglitazone	글리메피리드/피오글리타존	내복제/정제, 저작정			2650
3212	Glipizide	글리피지드	내복제/정제, 저작정	331		2651
3213	Glucagon	글루카곤	주사제/주사제	332		2652
3214	Glucosamine	글루코사민	내복제/경질캡슐제			2653
3215	Glucose/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine	포도당/글리신/L-알라닌/L-아르기닌/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신	주사제/주사제			2654
3216	Glucose/Goldenrod Maltodextrin/Orthosiphonis Folium/Restarrow  Lactose	포도당/Goldenrod Maltodextrin/오르소시폰is Folium/Restarrow  Lactose	내복제/정제, 저작정			2655
3217	Glucose/Potassium Chloride	포도당/염화칼륨	주사제/주사제			2656
3218	Glutaraldehyde	Glutaraldehyde	외용제/액제			2657
3219	Glutathione	글루타티온	내복제/경질캡슐제			2658
3220	Glutathione	글루타티온	내복제/정제, 저작정			2658
3221	Glutathione	글루타티온	주사제/주사제			2658
3222	Glyburide	Glyburide		333	ONLY_DESC	2659
3223	Glycerin	글리세린	외용제/크림제, 겔제, 젤리			2660
3224	Glycerin	글리세린	외용제/액제			2660
3225	Glycerin/Hypromellose/Polyethylene Glycol 400	글리세린/히프로멜로오스/폴리에틸렌글리콜 400	외용제/점안제(점안액)			2661
3226	Glycerin/Naphazoline	글리세린/나파졸린	외용제/점안제(점안액)			2662
3227	Glycerin/Phenylephrine/Pramoxine/White Petrolatum	글리세린/페닐레프린/프라목신/백색바셀린	외용제/크림제, 겔제, 젤리			2663
3228	Glycerin/Polysorbate	글리세린/폴리소르베이트	외용제/점안제(점안액)			2664
3229	Glycerin/Propylene Glycol	글리세린/프로필렌글리콜	외용제/점안제(점안액)			2665
3230	Glycerophosphate/Pyridoxine	글리세로인산/피리독신	내복제/액제			2666
3231	Glycine/Inositol/L-Alanine/L-Arginine/L-Aspartic Acid/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Threonine/L-Tryptophan/L-Valine/Nicotinamide/Pyridoxine/Riboflavin/Xylitol	글리신/이노시톨/L-알라닌/L-아르기닌/L-아스파르트산/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-트레오닌/L-트립토판/L-발린/니코틴산아미드/피리독신/리보플라빈/자일리톨	주사제/주사제			2667
3232	Glycine/L-Alanine/L-Arginine/L-Aspartic Acid/L-Glutamic Acid/L-Histidine/L-Isoleucine/L-Leucine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Tyrosine/L-Valine/Lysine/Magnesium Chloride/Potassium Acetate/Sodium Acetate/Sodium Hydroxide/Sodium Phosphate	글리신/L-알라닌/L-아르기닌/L-아스파르트산/L-글루탐산/L-히스티딘/L-이소류신/L-류신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-티로신/L-발린/리신/염화마그네슘/아세트산칼륨/아세트산나트륨/수산화나트륨/인산나트륨	주사제/주사제			2668
3233	Glycine/L-Alanine/L-Arginine/L-Glutamic Acid/L-Glutamic Acid L-Lysine Salt/L-Histidine/L-Isoleucine/L-Leucine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine/N-Acetyl-L-Cysteine/N-Acetyl-L-Tyrosine	글리신/L-알라닌/L-아르기닌/L-글루탐산/L-글루탐산 L-리신 Salt/L-히스티딘/L-이소류신/L-류신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-발린/N-아세틸-L-시스테인/N-아세틸-L-티로신	주사제/주사제			2669
3234	Glycine/L-Alanine/L-Glutamic Acid	글리신/L-알라닌/L-글루탐산	내복제/경질캡슐제			2670
3235	Glycol Salicylate/Glycyrrhizinic Acid/L-Menthol/Tocopherol	살리실산글리콜/글리시리진산/L-멘톨/토코페롤	외용제/경고제, 첩부제			2671
3236	Glycol Salicylate/L-Menthol	살리실산글리콜/L-멘톨	외용제/경고제, 첩부제			2672
3237	Glycol Salicylate/L-Menthol/Phellodendron Bark/Tocopherol	살리실산글리콜/L-멘톨/황백/토코페롤	외용제/카타플라스마제			2673
3238	Glycol Salicylate/L-Menthol/Tocopherol	살리실산글리콜/L-멘톨/토코페롤	외용제/경고제, 첩부제			2674
3239	Glycol Salicylate/L-Menthol/Tocopherol/Vanillyl Nonylamide	살리실산글리콜/L-멘톨/토코페롤/노닐산바닐아미드	외용제/카타플라스마제			2675
3240	Glycopyrrolate	글리코피롤레이트	내복제/정제, 저작정			2676
3241	Glycopyrrolate	글리코피롤레이트	주사제/주사제			2676
3242	Glycopyrrolate	글리코피롤레이트	외용제/스폰지 및 드레싱			2676
3243	Glycopyrrolate	글리코피롤레이트	외용제/분무제 및 흡입제			2676
3244	Glycopyrronium/Indacaterol	글리코피로니움/인다카테롤	외용제/분무제 및 흡입제			2677
3245	Glycyl-L-Glutamin/Glycyl-L-Tyrosine/L-Alanine/L-Arginine/L-Aspartic Acid/L-Glutamicacid/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine	Glycyl-L-Glutamin/Glycyl-L-티로신/L-알라닌/L-아르기닌/L-아스파르트산/L-Glutamicacid/L-히스티딘/L-이소류신/L-류신/L-리신/L-메티오닌/L-페닐알라닌/L-프롤린/L-세린/L-트레오닌/L-트립토판/L-발린	주사제/주사제			2678
3246	Glycyrrhetic Acid	글리시레틴산	외용제/페이스트제			2679
3247	Glycyrrhetic Acid/Resorcinol/Sulfur	글리시레틴산/Resorcinol/황	외용제/연고제			2680
3248	Glycyrrhiza/Guaiacolsulfonate/Liriope Tuber Fluid/Methylephedrine/Nandinae Fructus/Oriental Bezoar/Platycodon	감초/구아야콜설폰산/맥문동 Fluid/메틸에페드린/Nandinae Fructus/우황/길경	내복제/틴크제			2681
3249	Glycyrrhiza/Ibuprofen/Peony	감초/이부프로펜/작약	내복제/정제, 저작정			2682
3250	Golimumab	골리무맙	주사제/주사제	334		2683
3251	Gonadorelin	고나도렐린	주사제/주사제			2684
3252	Goserelin	고세렐린	주사제/주사제			2685
3253	Granisetron	그라니세트론	내복제/정제, 저작정	335		2686
3254	Granisetron	그라니세트론	내복제/확산정, 속붕정, 구강붕해정	335		2686
3255	Granisetron	그라니세트론	주사제/주사제	335		2686
3256	Granisetron	그라니세트론	외용제/패취제	335		2686
3257	Green Tea	Green Tea	내복제/경질캡슐제			2687
3258	Green Tea/Orthosiphon	Green Tea/오르소시폰	내복제/경질캡슐제			2688
3259	Griseofulvin	Griseofulvin		336	ONLY_DESC	2689
3260	Guaiazulene	구아야줄렌	외용제/크림제, 겔제, 젤리			2690
3261	Guaiazulene	구아야줄렌	외용제/연고제			2690
3262	Guaifenesin	구아이페네신		337	ONLY_DESC	2691
3263	Guaifenesin/Pentoxyverine	구아이페네신/펜톡시베린	내복제/시럽제, 건조시럽			2692
3264	Guanfacine	Guanfacine		338	ONLY_DESC	2693
3265	Guselkumab	구셀쿠맙	주사제/주사제			2694
3266	Haemophilus Influenzae Type B-Diphtheria Crm197 Conjugated Vaccine	Haemophilus Influenzae Type B-Diphtheria Crm197 Conjugated Vaccine	주사제/주사제			2695
3267	Halcinonide	할시노니드	외용제/연고제			2696
3268	Haloperidol	할로페리돌	내복제/정제, 저작정	339		2697
3269	Haloperidol	할로페리돌	주사제/주사제	339		2697
3270	Hamamelis/Phenylephrine	하마멜리스/페닐레프린	외용제/크림제, 겔제, 젤리			2698
3271	Harpagophyti	하르파고피티	내복제/정제, 저작정			2699
3272	Hedera Helicis/Primula/Thymii	헤데라헬리시스/프리물라/사향초	내복제/시럽제, 건조시럽			2700
3273	Hederae Helicis Folia	헤데라헬리시스엽	내복제/정제, 저작정			2701
3274	Hederae Helicis Folia/Thymi Herba	헤데라헬리시스엽/사향초	내복제/시럽제, 건조시럽			2702
3275	Hederae helix	헤데라헬리시스	내복제/시럽제, 건조시럽			2703
3276	Hemin	헤민	주사제/주사제			2704
3277	Hemocoagulase	헤모코아귤라제	주사제/주사제			2705
3278	Heparin	헤파린	주사제/주사제	340		2706
3279	Heparin	헤파린	외용제/분무제 및 흡입제	340		2706
3280	Heparinoids	헤파리노이드	외용제/크림제, 겔제, 젤리			2707
3281	Hepatitis A Vaccine	Hepatitis A Vaccine	주사제/주사제			2708
3282	Hepatitis B Virus Antigen	Hepatitis B Virus Antigen	주사제/주사제			2709
3283	Heptaplatin	헵타플라틴	주사제/주사제			2710
3284	Herba Solidaginis/Sabalis Serrulatae/Semen Hippocastani	Herba Solidaginis/Sabalis Serrulatae/Semen Hippocastani	내복제/경질캡슐제			2711
3285	Hexoprenaline	헥소프레날린	내복제/정제, 저작정			2712
3286	Hexoprenaline	헥소프레날린	주사제/주사제			2712
3287	Histamine/Human Immunoglobulin	히스타민/Human Immunoglobulin	주사제/주사제			2713
3288	Homatropin	Homatropin	외용제/점안제(점안액)			2714
3289	Honey Bee Venom	Honey Bee Venom	주사제/주사제			2715
3290	Human Anti-Hepatitis B Immunoglobulin	Human Anti-Hepatitis B Immunoglobulin	주사제/주사제			2716
3291	Human Antithrombin Iii	Human Anti트롬빈 Iii	주사제/주사제			2717
3292	Human Blood Coagulation Factor Ⅸ Complex	Human Blood Coagulation Factor Ⅸ Complex	주사제/주사제			2718
3293	Human Blood Coagulation Factor Viii	Human Blood Coagulation Factor Viii	주사제/주사제			2719
3294	Human Chondrocyte/Transduced Human Chondrocyte	Human Chondrocyte/Transduced Human Chondrocyte	주사제/주사제			2720
3295	Human Chorionic Gonadotrophin	Human Chorionic Gonadotrophin	주사제/주사제			2721
3296	Human Clottable Protein/Human Thrombin	Human Clottable Protein/사람트롬빈	주사제/주사제			2722
3297	Human Clottable Protein/Human Thrombin	Human Clottable Protein/사람트롬빈	외용제/액제			2722
3298	Human Cytomegalovirus Immunoglobulin G	Human Cytomegalovirus Immunoglobulin G	주사제/주사제			2723
3299	Human Fibrinogen	Human 피브리노겐	주사제/주사제			2724
3300	Human Immunoglobulin G	Human Immunoglobulin G	주사제/주사제			2725
3301	Human Insulin	Human Insulin	주사제/주사제			2726
3302	Human Papilloma Virus Type 11 L1/Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1/Human Papilloma Virus Type 31 L1/Human Papilloma Virus Type 33 L1/Human Papilloma Virus Type 45 L1/Human Papilloma Virus Type 52 L1/Human Papilloma Virus Type 6 L1	Human Papilloma Virus Type 11 L1/Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1/Human Papilloma Virus Type 31 L1/Human Papilloma Virus Type 33 L1/Human Papilloma Virus Type 45 L1/Human Papilloma Virus Type 52 L1/Human Papilloma Virus Type 6 L1	주사제/주사제			2727
3303	Human Papilloma Virus Type 11 L1/Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1/Human Papilloma Virus Type 6 L1	Human Papilloma Virus Type 11 L1/Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1/Human Papilloma Virus Type 6 L1	주사제/주사제			2728
3304	Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1	Human Papilloma Virus Type 16 L1/Human Papilloma Virus Type 18 L1	주사제/주사제			2729
3305	Human Placenta	Human Placenta	주사제/주사제			2730
3306	Human Plasma Fraction With A Factor Xiii	Human Plasma Fraction With A Factor Xiii	주사제/주사제			2731
3307	Human Serum Albumin	Human Serum Albumin	주사제/주사제			2732
3308	Human Tetanus Immunoglobulin	Human Tetanus Immunoglobulin	주사제/주사제			2733
