id	created	modified	code	is_rep	name_en	name_kr	rep_code	one_liner
19053	2018-10-22 07:13:49.072996+00	2018-10-24 15:58:10.560936+00	V95.4	f	Spacecraft accident injuring occupant	탑승자가 다친 우주선사고	V95	
19054	2018-10-22 07:13:49.075527+00	2018-10-24 15:58:10.901533+00	V95.8	f	Other aircraft accidents injuring occupant	탑승자가 다친 기타 항공기사고	V95	
19055	2018-10-22 07:13:49.078184+00	2018-10-24 15:58:11.208988+00	V95.9	f	Unspecified aircraft accident injuring occupant	탑승자가 다친 상세불명의 항공기사고	V95	
19056	2018-10-22 07:13:49.080655+00	2018-10-24 15:58:11.516054+00	V96	t	Accident to nonpowered aircraft causing injury to 	탑승자가 다친 무동력항공기 사고	V96	
19057	2018-10-22 07:13:49.083303+00	2018-10-24 15:58:11.793699+00	V96.0	f	Balloon accident injuring occupant	탑승자가 다친 기구(氣球) 사고	V96	
19058	2018-10-22 07:13:49.085874+00	2018-10-24 15:58:12.071086+00	V96.1	f	Hang-glider accident injuring occupant	탑승자가 다친 행글라이더 사고	V96	
19059	2018-10-22 07:13:49.088369+00	2018-10-24 15:58:12.437589+00	V96.2	f	Glider(nonpowerd) accident injuring occupant	탑승자가 다친 (무동력)글라이더 사고	V96	
19060	2018-10-22 07:13:49.091086+00	2018-10-24 15:58:12.713466+00	V96.8	f	Other nonpowered-aircraft accidents injuring occup	탑승자가 다친 기타 무동력항공기 사고	V96	
19061	2018-10-22 07:13:49.093666+00	2018-10-24 15:58:13.052111+00	V96.9	f	Unspecified nonpowered-aircraft accident injuring 	탑승자가 다친 상세불명의 무동력항공기 사고	V96	
19062	2018-10-22 07:13:49.096122+00	2018-10-24 15:58:13.358497+00	V97	t	Other specified air transport accidents	기타 명시된 항공운수사고	V97	
19063	2018-10-22 07:13:49.098795+00	2018-10-24 15:58:13.66593+00	V97.0	f	Occupant of aircraft injured in other specified ai	기타 명시된 항공운수사고에서 다친 항공기탑승자	V97	
19064	2018-10-22 07:13:49.101245+00	2018-10-24 15:58:13.973954+00	V97.1	f	Person injured while boarding or alighting from ai	항공기에 승선 또는 하선중 다친 사람	V97	
19065	2018-10-22 07:13:49.103748+00	2018-10-24 15:58:14.280775+00	V97.2	f	Parachutist injured in air transport accident	항공운수사고에서 다친 낙하산강하자	V97	
19066	2018-10-22 07:13:49.10674+00	2018-10-24 15:58:14.555487+00	V97.3	f	Person on ground injured in air transport accident	항공운수사고에서 다친 지상의 사람	V97	
19067	2018-10-22 07:13:49.109237+00	2018-10-24 15:58:14.831803+00	V97.8	f	Other air transport accidents, NEC	달리 분류되지 않은 기타 항공운수사고	V97	
19069	2018-10-22 07:13:49.114047+00	2018-10-24 15:58:15.202804+00	V98	t	Other specified transport accidents	기타 명시된 운수사고	V98	
19070	2018-10-22 07:13:49.116633+00	2018-10-24 15:58:15.50887+00	V99	t	Unspecified transport accident	상세불명의 운수사고	V99	
19073	2018-10-22 07:13:51.571753+00	2018-10-24 15:58:15.783949+00	W00	t	Fall on same level involving ice and snow	얼음 또는 눈에 의한 동일 면상에서의 낙상	W00	
19074	2018-10-22 07:13:51.57421+00	2018-10-24 15:58:16.124806+00	W00.0	f	Fall on same level involving ice and snow, home	얼음 또는 눈에 의한 동일 면상에서의 낙상, 주택 	W00	
19075	2018-10-22 07:13:51.576848+00	2018-10-24 15:58:16.431018+00	W00.1	f	Fall on same level involving ice and snow, residen	얼음 또는 눈에 의한 동일 면상에서의 낙상, 집단거주시설 	W00	
19076	2018-10-22 07:13:51.579331+00	2018-10-24 15:58:16.738881+00	W00.2	f	Fall on same level involving ice and snow, school,	얼음 또는 눈에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역 	W00	
19077	2018-10-22 07:13:51.581659+00	2018-10-24 15:58:17.045098+00	W00.3	f	Fall on same level involving ice and snow, sports 	얼음 또는 눈에 의한 동일 면상에서의 낙상, 운동 및 경기장 	W00	
19078	2018-10-22 07:13:51.583987+00	2018-10-24 15:58:17.322602+00	W00.4	f	Fall on same level involving ice and snow, street 	얼음 또는 눈에 의한 동일 면상에서의 낙상, 도로 및 고속도로	W00	
19079	2018-10-22 07:13:51.586303+00	2018-10-24 15:58:17.663281+00	W00.5	f	Fall on same level involving ice and snow, trade a	얼음 또는 눈에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 	W00	
19080	2018-10-22 07:13:51.588626+00	2018-10-24 15:58:17.96767+00	W00.6	f	Fall on same level involving ice and snow, industr	얼음 또는 눈에 의한 동일 면상에서의 낙상, 산업 및 건설지역 	W00	
19081	2018-10-22 07:13:51.591171+00	2018-10-24 15:58:18.274267+00	W00.7	f	Fall on same level involving ice and snow, farm	얼음 또는 눈에 의한 동일 면상에서의 낙상, 농장 	W00	
19082	2018-10-22 07:13:51.593647+00	2018-10-24 15:58:18.581061+00	W00.8	f	Fall on same level involving ice and snow, other s	얼음 또는 눈에 의한 동일 면상에서의 낙상, 기타 명시된 장소 	W00	
19248	2018-10-22 07:13:52.003692+00	2018-10-24 15:58:18.889227+00	W15.9	f	Fall from cliff, unspecified place	절벽에서의 낙상, 상세불명 장소 	W15	
19072	2018-10-22 07:13:51.569227+00	2018-10-30 04:47:02.698846+00	W00-W19	t	Falls	낙상	W00-W19	
19084	2018-10-22 07:13:51.598636+00	2018-10-24 15:58:19.605582+00	W01	t	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상 	W01	
19085	2018-10-22 07:13:51.600929+00	2018-10-24 15:58:19.912166+00	W01.0	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 주택 	W01	
19086	2018-10-22 07:13:51.603591+00	2018-10-24 15:58:20.220487+00	W01.1	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 집단 거주시설 	W01	
19087	2018-10-22 07:13:51.606193+00	2018-10-24 15:58:20.527233+00	W01.2	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구	W01	
19088	2018-10-22 07:13:51.608658+00	2018-10-24 15:58:20.834488+00	W01.3	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 운동 및 경기장 	W01	
19089	2018-10-22 07:13:51.61119+00	2018-10-24 15:58:21.145267+00	W01.4	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 도로 및 고속도로	W01	
19090	2018-10-22 07:13:51.613743+00	2018-10-24 15:58:21.448078+00	W01.5	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 	W01	
19091	2018-10-22 07:13:51.616102+00	2018-10-24 15:58:21.755308+00	W01.6	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 산업 및 건설지역 	W01	
19092	2018-10-22 07:13:51.618666+00	2018-10-24 15:58:22.036475+00	W01.7	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 농장 	W01	
19093	2018-10-22 07:13:51.621023+00	2018-10-24 15:58:22.369701+00	W01.8	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 기타 명시된 장소 	W01	
19094	2018-10-22 07:13:51.623442+00	2018-10-24 15:58:22.678073+00	W01.9	f	Fall on same level from slipping, tripping and stu	미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 상세불명 장소 	W01	
19095	2018-10-22 07:13:51.62578+00	2018-10-24 15:58:22.958604+00	W02	t	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트 또는 스케이트보드에 의한 낙상 	W02	
19096	2018-10-22 07:13:51.62822+00	2018-10-24 15:58:23.291483+00	W02.0	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 주택 	W02	
19097	2018-10-22 07:13:51.633882+00	2018-10-24 15:58:23.598564+00	W02.1	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 집단거주시설 	W02	
19098	2018-10-22 07:13:51.636247+00	2018-10-24 15:58:23.906895+00	W02.2	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 학교, 기타 시설 및 공	W02	
19099	2018-10-22 07:13:51.638588+00	2018-10-24 15:58:24.21375+00	W02.3	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 운동 및 경기장 	W02	
19100	2018-10-22 07:13:51.640859+00	2018-10-24 15:58:24.520153+00	W02.4	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 도로 및 고속도로	W02	
19101	2018-10-22 07:13:51.643253+00	2018-10-24 15:58:24.828522+00	W02.5	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 상업 및 서비스 구역 	W02	
19102	2018-10-22 07:13:51.645799+00	2018-10-24 15:58:25.13511+00	W02.6	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 산업 및 건설지역 	W02	
19103	2018-10-22 07:13:51.648186+00	2018-10-24 15:58:25.442655+00	W02.7	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 농장 	W02	
19104	2018-10-22 07:13:51.650528+00	2018-10-24 15:58:25.72547+00	W02.8	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 기타 명시된 장소 	W02	
19105	2018-10-22 07:13:51.653037+00	2018-10-24 15:58:26.061622+00	W02.9	f	Fall involving ice-skates, skis, roller-skates or 	스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 상세불명 장소 	W02	
19106	2018-10-22 07:13:51.655614+00	2018-10-24 15:58:26.344257+00	W03	t	Other fall on same level due to collision with, or	타인과 충돌이나 타인의 밀치기에 의한 동일면상에서의 기타 낙상	W03	
19107	2018-10-22 07:13:51.658111+00	2018-10-24 15:58:26.618598+00	W03.0	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일면상에서의 낙상, 주택 	W03	
19108	2018-10-22 07:13:51.660423+00	2018-10-24 15:58:26.903414+00	W03.1	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 집단거주시설 	W03	
19109	2018-10-22 07:13:51.663076+00	2018-10-24 15:58:27.178414+00	W03.2	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정	W03	
19110	2018-10-22 07:13:51.665534+00	2018-10-24 15:58:27.493381+00	W03.3	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 운동 및 경기장 	W03	
19111	2018-10-22 07:13:51.669278+00	2018-10-24 15:58:27.767215+00	W03.4	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 도로 및 고속도로	W03	
19112	2018-10-22 07:13:51.67165+00	2018-10-24 15:58:28.104525+00	W03.5	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 	W03	
19113	2018-10-22 07:13:51.673989+00	2018-10-24 15:58:28.411899+00	W03.6	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 산업 및 건설지역 	W03	
19115	2018-10-22 07:13:51.678869+00	2018-10-24 15:58:29.026077+00	W03.8	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 기타 명시된 장소 	W03	
19116	2018-10-22 07:13:51.681311+00	2018-10-24 15:58:29.334126+00	W03.9	f	Fall on same level due to collision with, or pushi	타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 상세불명 장소 	W03	
19117	2018-10-22 07:13:51.683731+00	2018-10-24 15:58:29.641014+00	W04	t	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안의 낙상	W04	
19118	2018-10-22 07:13:51.686079+00	2018-10-24 15:58:29.948364+00	W04.0	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 주택 	W04	
19119	2018-10-22 07:13:51.688454+00	2018-10-24 15:58:30.254653+00	W04.1	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 집단거주시설 	W04	
19120	2018-10-22 07:13:51.691097+00	2018-10-24 15:58:30.561995+00	W04.2	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 학교, 기타 시설 및 공공행정 구역 	W04	
19121	2018-10-22 07:13:51.693585+00	2018-10-24 15:58:30.869811+00	W04.3	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 운동 및 경기장 	W04	
19122	2018-10-22 07:13:51.695917+00	2018-10-24 15:58:31.176446+00	W04.4	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 도로 및 고속도로	W04	
19123	2018-10-22 07:13:51.698302+00	2018-10-24 15:58:31.483995+00	W04.5	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 상업 및 서비스 구역 	W04	
19124	2018-10-22 07:13:51.700831+00	2018-10-24 15:58:31.790633+00	W04.6	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 산업 및 건설지역 	W04	
19125	2018-10-22 07:13:51.703528+00	2018-10-24 15:58:32.098354+00	W04.7	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 농장 	W04	
19126	2018-10-22 07:13:51.705913+00	2018-10-24 15:58:32.406173+00	W04.8	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 기타 명시된 장소 	W04	
19127	2018-10-22 07:13:51.708374+00	2018-10-24 15:58:32.712343+00	W04.9	f	Fall while being carried or supported by other per	타인에 의한 운반이나 지지를 받는 동안 낙상, 상세불명 장소 	W04	
19128	2018-10-22 07:13:51.710805+00	2018-10-24 15:58:33.019487+00	W05	t	Fall involving wheelchair	휠체어가 관여된 낙상	W05	
19129	2018-10-22 07:13:51.713167+00	2018-10-24 15:58:33.327161+00	W05.0	f	Fall involving wheelchair, home	휠체어가 관여된 낙상, 주택 	W05	
19130	2018-10-22 07:13:51.715645+00	2018-10-24 15:58:33.634912+00	W05.1	f	Fall involving wheelchair, residential institution	휠체어가 관여된 낙상, 집단거주시설 	W05	
19131	2018-10-22 07:13:51.718081+00	2018-10-24 15:58:33.941597+00	W05.2	f	Fall involving wheelchair, school, other instituti	휠체어가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 	W05	
19132	2018-10-22 07:13:51.720467+00	2018-10-24 15:58:34.248574+00	W05.3	f	Fall involving wheelchair, sports and athletic are	휠체어가 관여된 낙상, 운동 및 경기장 	W05	
19133	2018-10-22 07:13:51.722867+00	2018-10-24 15:58:34.556258+00	W05.4	f	Fall involving wheelchair, street and highway	휠체어가 관여된 낙상, 도로 및 고속도로	W05	
19134	2018-10-22 07:13:51.725169+00	2018-10-24 15:58:34.864823+00	W05.5	f	Fall involving wheelchair, trade and service area	휠체어가 관여된 낙상, 상업 및 서비스 구역 	W05	
19135	2018-10-22 07:13:51.727596+00	2018-10-24 15:58:35.171059+00	W05.6	f	Fall involving wheelchair, industrial and construc	휠체어가 관여된 낙상, 산업 및 건설지역 	W05	
19136	2018-10-22 07:13:51.730136+00	2018-10-24 15:58:35.477487+00	W05.7	f	Fall involving wheelchair, farm	휠체어가 관여된 낙상, 농장 	W05	
19137	2018-10-22 07:13:51.732639+00	2018-10-24 15:58:35.772257+00	W05.8	f	Fall involving wheelchair, other specified places	휠체어가 관여된 낙상, 기타 명시된 장소 	W05	
19138	2018-10-22 07:13:51.734979+00	2018-10-24 15:58:36.093348+00	W05.9	f	Fall involving wheelchair, unspecified place	휠체어가 관여된 낙상, 상세불명 장소 	W05	
19139	2018-10-22 07:13:51.73743+00	2018-10-24 15:58:36.399185+00	W06	t	Fall involving bed	침대가 관여된 낙상	W06	
19140	2018-10-22 07:13:51.739712+00	2018-10-24 15:58:36.706908+00	W06.0	f	Fall involving bed, home	침대가 관여된 낙상, 주택 	W06	
19141	2018-10-22 07:13:51.742145+00	2018-10-24 15:58:37.013332+00	W06.1	f	Fall involving bed, residential institution	침대가 관여된 낙상, 집단거주시설 	W06	
19142	2018-10-22 07:13:51.744465+00	2018-10-24 15:58:37.320305+00	W06.2	f	Fall involving bed, school, other institution and 	침대가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 	W06	
19143	2018-10-22 07:13:51.746859+00	2018-10-24 15:58:37.628364+00	W06.3	f	Fall involving bed, sports and athletic area	침대가 관여된 낙상, 운동 및 경기장 	W06	
19144	2018-10-22 07:13:51.749148+00	2018-10-24 15:58:37.934993+00	W06.4	f	Fall involving bed, street and highway	침대가 관여된 낙상, 도로 및 고속도로	W06	
19145	2018-10-22 07:13:51.751588+00	2018-10-24 15:58:38.24233+00	W06.5	f	Fall involving bed, trade and service area	침대가 관여된 낙상, 상업 및 서비스 구역 	W06	
19146	2018-10-22 07:13:51.755374+00	2018-10-24 15:58:38.549286+00	W06.6	f	Fall involving bed, industrial and construction ar	침대가 관여된 낙상, 산업 및 건설지역 	W06	
19147	2018-10-22 07:13:51.757757+00	2018-10-24 15:58:38.857523+00	W06.7	f	Fall involving bed, farm	침대가 관여된 낙상, 농장 	W06	
19148	2018-10-22 07:13:51.760132+00	2018-10-24 15:58:39.164034+00	W06.8	f	Fall involving bed, other specified places	침대가 관여된 낙상, 기타 명시된 장소 	W06	
19149	2018-10-22 07:13:51.762941+00	2018-10-24 15:58:39.47582+00	W06.9	f	Fall involving bed, unspecified place	침대가 관여된 낙상, 상세불명 장소 	W06	
19150	2018-10-22 07:13:51.765365+00	2018-10-24 15:58:39.778535+00	W07	t	Fall involving chair	의자가 관여된 낙상	W07	
19151	2018-10-22 07:13:51.767795+00	2018-10-24 15:58:40.086235+00	W07.0	f	Fall involving chair, home	의자가 관여된 낙상, 주택 	W07	
19152	2018-10-22 07:13:51.770332+00	2018-10-24 15:58:40.393548+00	W07.1	f	Fall involving chair, residential institution	의자가 관여된 낙상, 집단거주시설 	W07	
19153	2018-10-22 07:13:51.773141+00	2018-10-24 15:58:40.699808+00	W07.2	f	Fall involving chair, school, other institution an	의자가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 	W07	
19154	2018-10-22 07:13:51.77562+00	2018-10-24 15:58:41.007658+00	W07.3	f	Fall involving chair, sports and athletic area	의자가 관여된 낙상, 운동 및 경기장 	W07	
19155	2018-10-22 07:13:51.7781+00	2018-10-24 15:58:41.314138+00	W07.4	f	Fall involving chair, street and highway	의자가 관여된 낙상, 도로 및 고속도로	W07	
19157	2018-10-22 07:13:51.782759+00	2018-10-24 15:58:41.92966+00	W07.6	f	Fall involving chair, industrial and construction 	의자가 관여된 낙상, 산업 및 건설지역 	W07	
19158	2018-10-22 07:13:51.78514+00	2018-10-24 15:58:42.236411+00	W07.7	f	Fall involving chair, farm	의자가 관여된 낙상, 농장 	W07	
19159	2018-10-22 07:13:51.787426+00	2018-10-24 15:58:42.543037+00	W07.8	f	Fall involving chair, other specified places	의자가 관여된 낙상, 기타 명시된 장소 	W07	
19160	2018-10-22 07:13:51.789879+00	2018-10-24 15:58:42.850303+00	W07.9	f	Fall involving chair, unspecified place	의자가 관여된 낙상, 상세불명 장소 	W07	
19161	2018-10-22 07:13:51.793325+00	2018-10-24 15:58:43.158356+00	W08	t	Fall involving other furniture	기타 가구가 관여된 낙상	W08	
19162	2018-10-22 07:13:51.795672+00	2018-10-24 15:58:43.465408+00	W08.0	f	Fall involving other furniture, home	기타 가구가 관여된 낙상, 주택 	W08	
19163	2018-10-22 07:13:51.798131+00	2018-10-24 15:58:43.771667+00	W08.1	f	Fall involving other furniture, residential instit	기타 가구가 관여된 낙상, 집단거주시설 	W08	
19164	2018-10-22 07:13:51.800534+00	2018-10-24 15:58:44.079236+00	W08.2	f	Fall involving other furniture, school, other inst	기타 가구가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역  	W08	
19165	2018-10-22 07:13:51.80303+00	2018-10-24 15:58:44.386323+00	W08.3	f	Fall involving other furniture, sports and athleti	기타 가구가 관여된 낙상, 운동 및 경기장 	W08	
19166	2018-10-22 07:13:51.80527+00	2018-10-24 15:58:44.694221+00	W08.4	f	Fall involving other furniture, street and highway	기타 가구가 관여된 낙상, 도로 및 고속도로	W08	
19167	2018-10-22 07:13:51.807641+00	2018-10-24 15:58:45.004668+00	W08.5	f	Fall involving other furniture, trade and service 	기타 가구가 관여된 낙상, 상업 및 서비스 구역 	W08	
19168	2018-10-22 07:13:51.810065+00	2018-10-24 15:58:45.410314+00	W08.6	f	Fall involving other furniture, industrial and con	기타 가구가 관여된 낙상, 산업 및 건설지역 	W08	
19169	2018-10-22 07:13:51.812488+00	2018-10-24 15:58:45.690541+00	W08.7	f	Fall involving other furniture, farm	기타 가구가 관여된 낙상, 농장 	W08	
19170	2018-10-22 07:13:51.814813+00	2018-10-24 15:58:46.024529+00	W08.8	f	Fall involving other furniture, other specified pl	기타 가구가 관여된 낙상, 기타 명시된 장소 	W08	
19171	2018-10-22 07:13:51.817148+00	2018-10-24 15:58:46.332408+00	W08.9	f	Fall involving other furniture, unspecified place	기타 가구가 관여된 낙상, 상세불명 장소 	W08	
19172	2018-10-22 07:13:51.819494+00	2018-10-24 15:58:46.638799+00	W09	t	Fall involving playground equipment	운동장비가 관여된 낙상	W09	
19173	2018-10-22 07:13:51.821941+00	2018-10-24 15:58:46.946181+00	W09.0	f	Fall involving playground equipment, home	운동장비가 관여된 낙상, 주택 	W09	
19174	2018-10-22 07:13:51.824238+00	2018-10-24 15:58:47.221333+00	W09.1	f	Fall involving playground equipment, residential i	운동장비가 관여된 낙상, 집단거주시설 	W09	
19175	2018-10-22 07:13:51.826769+00	2018-10-24 15:58:47.560526+00	W09.2	f	Fall involving playground equipment, school, other	운동장비가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 	W09	
19176	2018-10-22 07:13:51.829235+00	2018-10-24 15:58:47.868416+00	W09.3	f	Fall involving playground equipment, sports and at	운동장비가 관여된 낙상, 운동 및 경기장 	W09	
19177	2018-10-22 07:13:51.831618+00	2018-10-24 15:58:48.175981+00	W09.4	f	Fall involving playground equipment, street and hi	운동장비가 관여된 낙상, 도로 및 고속도로	W09	
19178	2018-10-22 07:13:51.834045+00	2018-10-24 15:58:48.482123+00	W09.5	f	Fall involving playground equipment, trade and ser	운동장비가 관여된 낙상, 상업 및 서비스 구역 	W09	
19179	2018-10-22 07:13:51.836493+00	2018-10-24 15:58:48.789371+00	W09.6	f	Fall involving playground equipment, industrial an	운동장비가 관여된 낙상, 산업 및 건설지역 	W09	
19180	2018-10-22 07:13:51.838895+00	2018-10-24 15:58:49.09797+00	W09.7	f	Fall involving playground equipment, farm	운동장비가 관여된 낙상, 농장 	W09	
19181	2018-10-22 07:13:51.841292+00	2018-10-24 15:58:49.404992+00	W09.8	f	Fall involving playground equipment, other specifi	운동장비가 관여된 낙상, 기타 명시된 장소 	W09	
19182	2018-10-22 07:13:51.84388+00	2018-10-24 15:58:49.711545+00	W09.9	f	Fall involving playground equipment, unspecified p	운동장비가 관여된 낙상, 상세불명 장소 	W09	
19183	2018-10-22 07:13:51.846391+00	2018-10-24 15:58:50.018846+00	W10	t	Fall on and from stairs and steps	계단에서의 낙상	W10	
19184	2018-10-22 07:13:51.848691+00	2018-10-24 15:58:50.325855+00	W10.0	f	Fall on and from stairs and steps, home	계단에서의 낙상, 주택 	W10	
19185	2018-10-22 07:13:51.851211+00	2018-10-24 15:58:50.633604+00	W10.1	f	Fall on and from stairs and steps, residential ins	계단에서의 낙상, 집단거주시설 	W10	
19186	2018-10-22 07:13:51.853592+00	2018-10-24 15:58:50.911201+00	W10.2	f	Fall on and from stairs and steps, school, other i	계단에서의 낙상, 학교, 기타 시설 및 공공행정 구역 	W10	
19187	2018-10-22 07:13:51.856094+00	2018-10-24 15:58:51.25249+00	W10.3	f	Fall on and from stairs and steps, sports and athl	계단에서의 낙상, 운동 및 경기장 	W10	
19188	2018-10-22 07:13:51.858474+00	2018-10-24 15:58:51.555115+00	W10.4	f	Fall on and from stairs and steps, street and high	계단에서의 낙상, 도로 및 고속도로	W10	
19189	2018-10-22 07:13:51.86082+00	2018-10-24 15:58:51.861411+00	W10.5	f	Fall on and from stairs and steps, trade and servi	계단에서의 낙상, 상업 및 서비스 구역 	W10	
19190	2018-10-22 07:13:51.863364+00	2018-10-24 15:58:52.139262+00	W10.6	f	Fall on and from stairs and steps, industrial and 	계단에서의 낙상, 산업 및 건설지역 	W10	
19191	2018-10-22 07:13:51.865824+00	2018-10-24 15:58:52.476462+00	W10.7	f	Fall on and from stairs and steps, farm	계단에서의 낙상, 농장 	W10	
19192	2018-10-22 07:13:51.868251+00	2018-10-24 15:58:52.784769+00	W10.8	f	Fall on and from stairs and steps, other specified	계단에서의 낙상, 기타 명시된 장소 	W10	
19193	2018-10-22 07:13:51.870746+00	2018-10-24 15:58:53.069448+00	W10.9	f	Fall on and from stairs and steps, unspecified pla	계단에서의 낙상, 상세불명 장소 	W10	
19194	2018-10-22 07:13:51.873053+00	2018-10-24 15:58:53.397384+00	W11	t	Fall on and from ladder	사다리에서의 낙상	W11	
19195	2018-10-22 07:13:51.875444+00	2018-10-24 15:58:53.705327+00	W11.0	f	Fall on and from ladder, home	사다리에서의 낙상, 주택 	W11	
19196	2018-10-22 07:13:51.877836+00	2018-10-24 15:58:53.984122+00	W11.1	f	Fall on and from ladder, residential institution	사다리에서의 낙상, 집단거주시설 	W11	
19197	2018-10-22 07:13:51.880303+00	2018-10-24 15:58:54.319744+00	W11.2	f	Fall on and from ladder, school, other institution	사다리에서의 낙상, 학교, 기타 시설 및 공공행정 구역 	W11	
19198	2018-10-22 07:13:51.882834+00	2018-10-24 15:58:54.62677+00	W11.3	f	Fall on and from ladder, sports and athletic area	사다리에서의 낙상, 운동 및 경기장 	W11	
19199	2018-10-22 07:13:51.885251+00	2018-10-24 15:58:54.93432+00	W11.4	f	Fall on and from ladder, street and highway	사다리에서의 낙상, 도로 및 고속도로	W11	
19200	2018-10-22 07:13:51.887644+00	2018-10-24 15:58:55.241267+00	W11.5	f	Fall on and from ladder, trade and service area	사다리에서의 낙상, 상업 및 서비스 구역 	W11	
10975	2018-10-22 07:13:02.892143+00	2018-11-06 06:08:37.791771+00	M90.0	f	Tuberculosis of bone(A18.02†)	뼈의 결핵(A18.02†)	M90	
565	2018-10-22 07:11:29.85694+00	2018-11-09 03:49:28.459752+00	A82	t	Rabies	광견병	A82	
8057	2018-10-22 07:12:55.311525+00	2018-12-17 02:10:52.878659+00	M13	t	Other arthritis	기타 관절염	M13	
